PONo,PODate,PRNo,VendorCode,VendorName,Vertical,ItemCode,ItemDescription,OrderedQty,UOM,UnitPrice,TotalAmount,Currency,PromisedDeliveryDate,PaymentTerms,ApprovedBy,Status,DeptCode,ProjectCode
PO-40702,2026-03-20,PR-30819,V-1058,Kajaria Ceramics,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,27,Nos,61.19,1652.16,INR,2026-04-02,Net 60,Januja Pradhan,Closed,DEP-06,PRJ-106
PO-40703,2025-11-29,PR-30820,V-1044,Okaya Power,Batteries,I-5048,Battery Monitoring System (BMS module),31,Nos,3696.2,114582.34,INR,2025-12-14,Net 15,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40704,2026-06-26,PR-30821,V-1046,Livguard Energy,Batteries,I-5048,Battery Monitoring System (BMS module),25,Nos,4073.49,101837.22,INR,2026-07-12,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40705,2026-06-01,PR-30822,V-1032,Adani Solar,Solar Panels,I-5041,Solar Cable Gland Set,27,Set,136.91,3696.48,INR,2026-06-21,Net 60,David Seshadri,Closed,DEP-05,PRJ-105
PO-40706,2025-11-26,PR-30823,V-1012,Kitply Industries,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,34,Pair,375.27,12759.29,INR,2025-12-16,Net 15,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40707,2026-06-07,PR-30824,V-1018,Ebco Private Ltd,Carpentry,I-5014,MDF Board 12mm (8x4 ft),13,Sheet,1616.57,21015.44,INR,2026-06-17,Net 45,Balveer Kota,Open,DEP-01,PRJ-101
PO-40708,2025-09-30,PR-30825,V-1029,L&T Construction Materials,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,49,Ton,790.71,38745.03,INR,2025-10-17,Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40709,2026-04-29,PR-30826,V-1006,Legrand India,Electrical,I-5004,LED Flood Light 100W,14,Nos,1883.03,26362.38,INR,2026-05-16,Net 45,Januja Pradhan,Cancelled,DEP-04,PRJ-104
PO-40710,2025-12-16,PR-30828,V-1006,Legrand India,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,17,Mtr,384.21,6531.49,INR,2025-12-31,Net 45,David Seshadri,Closed,DEP-04,PRJ-104
PO-40711,2026-08-01,PR-30829,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5052,PVC Elbow 4 inch,71,Nos,107.98,7666.71,INR,2026-08-16,Net 15,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40712,2026-02-05,PR-30830,V-1051,Supreme Industries,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),123,Pcs,366.74,45109.24,INR,2026-02-17,Net 30,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40713,2025-11-19,PR-30831,V-1008,KEI Industries,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),41,Coil,1389.16,56955.42,INR,2025-11-22,Net 30,Balveer Kota,Closed,DEP-05,PRJ-105
PO-40714,2026-05-13,PR-30832,V-1039,Loom Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,15,Set,864.86,12972.85,INR,2026-05-18,Advance 20% + Net 30,Hemal Chad,Cancelled,DEP-05,PRJ-105
PO-40715,2026-07-24,PR-30833,V-1024,JK Cement,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,25,Ton,57693.33,1442333.17,INR,2026-08-03,Advance 20% + Net 30,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40716,2026-01-10,PR-30834,V-1027,JSW Steel,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),9,Roll,4276.06,38484.58,INR,2026-01-20,Advance 20% + Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40717,2026-06-29,PR-30835,V-1048,Base Corporation,Batteries,I-5046,Battery Rack 4-Tier MS,25,Nos,3398.74,84968.38,INR,2026-07-20,Net 30,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40718,2025-10-27,PR-30837,V-1022,Ambuja Cements,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),14,Drum,8746.01,122444.2,INR,2025-11-16,Net 15,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40719,2026-02-12,PR-30838,V-1050,Astral Pipes,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),43,Pcs,347.46,14940.6,INR,2026-02-26,Net 60,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40720,2025-11-25,PR-30839,V-1011,Greenply Industries,Carpentry,I-5021,Adhesive Fevicol SH (5kg),28,Can,960.99,26907.79,INR,2025-12-02,Net 60,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40721,2026-03-13,PR-30840,V-1000,Havells India,Electrical,I-5004,LED Flood Light 100W,36,Nos,1837.17,66138.05,INR,2026-03-25,Net 15,David Seshadri,Closed,DEP-02,PRJ-102
PO-40722,2025-10-27,PR-30841,V-1044,Okaya Power,Batteries,I-5049,Deep Cycle Battery 200Ah,11,Nos,20303.22,223335.46,INR,2025-11-01,Net 15,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40723,2025-11-28,PR-30842,V-1006,Legrand India,Electrical,I-5005,Modular Switch 6A,11,Nos,55.41,609.55,INR,2025-12-08,Net 45,Balveer Kota,Open,DEP-03,PRJ-103
PO-40724,2026-02-12,PR-30844,V-1018,Ebco Private Ltd,Carpentry,I-5017,Door Lock Mortise Set,14,Set,948.63,13280.86,INR,2026-02-24,Net 45,Hemal Chad,Partially Delivered,DEP-01,PRJ-101
PO-40725,2026-04-11,PR-30845,V-1022,Ambuja Cements,Road Construction Materials,I-5027,Ready Mix Concrete M25,1,Cum,5604.14,5604.14,INR,2026-04-27,Net 15,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40726,2025-09-08,PR-30846,V-1011,Greenply Industries,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),35,Sheet,2859.79,100092.81,INR,2025-09-27,Net 60,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40727,2026-07-15,PR-30847,V-1059,Roto Pumps,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,52,Nos,72.51,3770.67,INR,2026-07-27,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40728,2025-12-24,PR-30850,V-1034,Goldi Solar,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,11,Nos,12205.93,134265.22,INR,2026-01-13,Advance 20% + Net 30,David Seshadri,Partially Delivered,DEP-01,PRJ-101
PO-40729,2025-12-14,PR-30851,V-1000,Havells India,Electrical,I-5010,MCCB 200A,5,Nos,7851.83,39259.14,INR,2025-12-21,Net 15,Balveer Kota,Partially Delivered,DEP-03,PRJ-103
PO-40730,2026-02-08,PR-30852,V-1020,UltraTech Cement,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),6,Drum,9573.96,57443.78,INR,2026-02-13,Net 30,Balveer Kota,Open,DEP-02,PRJ-102
PO-40731,2026-05-06,PR-30853,V-1026,Tata Steel,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,42,Ton,57922.05,2432726.18,INR,2026-05-26,Net 60,David Seshadri,Partially Delivered,DEP-05,PRJ-105
PO-40732,2025-09-17,PR-30854,V-1056,Jaquar Group,Plumbing Materials,I-5055,Sanitaryware Wash Basin,33,Nos,2052.62,67736.6,INR,2025-09-25,Net 15,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40733,2026-06-14,PR-30855,V-1013,Archidply Industries,Carpentry,I-5019,Veneer Sheet Teak (8x4 ft),11,Sheet,4029.83,44328.14,INR,2026-07-05,Advance 20% + Net 30,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40734,2026-07-06,PR-30856,V-1008,KEI Industries,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),28,Coil,1819.41,50943.45,INR,2026-07-12,Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40735,2025-11-13,PR-30857,V-1006,Legrand India,Electrical,I-5004,LED Flood Light 100W,47,Nos,1584.78,74484.85,INR,2025-12-02,Net 45,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40736,2026-05-28,PR-30858,V-1005,Crompton Greaves Consumer,Electrical,I-5002,MCB 32A Single Pole,61,Nos,160.98,9819.61,INR,2026-06-03,Advance 20% + Net 30,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40737,2026-06-11,PR-30859,V-1046,Livguard Energy,Batteries,I-5046,Battery Rack 4-Tier MS,26,Nos,3236.13,84139.42,INR,2026-06-24,Net 15,David Seshadri,Closed,DEP-01,PRJ-101
PO-40738,2026-01-16,PR-30860,V-1022,Ambuja Cements,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,27,Ton,53780.45,1452072.28,INR,2026-02-06,Net 15,David Seshadri,Open,DEP-03,PRJ-103
PO-40739,2025-09-09,PR-30861,V-1033,Vikram Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,30,Nos,5906.02,177180.54,INR,2025-09-29,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40740,2026-06-25,PR-30862,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5056,Concealed Cistern with Frame,36,Set,8924.65,321287.29,INR,2026-07-13,Net 15,David Seshadri,Closed,DEP-04,PRJ-104
PO-40741,2025-11-13,PR-30863,V-1036,Emmvee Solar,Solar Panels,I-5035,Module Mounting Structure (per kW),8,kW Set,4071.29,32570.33,INR,2025-11-22,Net 45,David Seshadri,Closed,DEP-06,PRJ-106
PO-40742,2025-11-16,PR-30864,V-1026,Tata Steel,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,15,Ton,51646.37,774695.49,INR,2025-12-05,Net 60,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40743,2025-10-06,PR-30866,V-1024,JK Cement,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,29,Ton,721.18,20914.33,INR,2025-10-18,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40744,2025-09-14,PR-30868,V-1022,Ambuja Cements,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,16,Ton,756.71,12107.37,INR,2025-09-25,Net 15,Januja Pradhan,Open,DEP-02,PRJ-102
PO-40745,2026-01-08,PR-30869,V-1009,Orient Electric,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),14,Coil,1622.96,22721.48,INR,2026-01-27,Net 15,Reva Viswanathan,Partially Delivered,DEP-01,PRJ-101
PO-40746,2025-11-01,PR-30870,V-1029,L&T Construction Materials,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,17,Ton,801.53,13626.07,INR,2025-11-16,Net 30,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40747,2026-05-05,PR-30871,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5047,Battery Interconnect Cable Set,17,Set,586.81,9975.83,INR,2026-05-26,Net 30,Hemal Chad,Partially Delivered,DEP-01,PRJ-101
PO-40748,2025-11-02,PR-30872,V-1053,Prince Pipes,Plumbing Materials,I-5056,Concealed Cistern with Frame,27,Set,7044.3,190196.07,INR,2025-11-08,Net 15,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40749,2026-01-21,PR-30873,V-1007,Schneider Electric India,Electrical,I-5011,Cable Gland Brass 25mm,4,Nos,54.06,216.25,INR,2026-02-06,Net 30,David Seshadri,Partially Delivered,DEP-02,PRJ-102
PO-40750,2025-09-20,PR-30874,V-1042,Luminous Power Technologies,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,6,Nos,14290.08,85740.46,INR,2025-09-30,Advance 20% + Net 30,Hemal Chad,Open,DEP-03,PRJ-103
PO-40751,2025-11-19,PR-30876,V-1040,Exide Industries,Batteries,I-5048,Battery Monitoring System (BMS module),39,Nos,3655.13,142550.02,INR,2025-11-27,Net 45,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40752,2026-01-20,PR-30877,V-1039,Loom Solar,Solar Panels,I-5034,String Inverter 50kW,15,Nos,379974.63,5699619.45,INR,2026-02-02,Advance 20% + Net 30,Hemal Chad,Partially Delivered,DEP-02,PRJ-102
PO-40753,2025-12-11,PR-30878,V-1031,Waaree Energies,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,23,Nos,12323.38,283437.84,INR,2025-12-15,Net 30,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40754,2026-05-26,PR-30879,V-1048,Base Corporation,Batteries,I-5042,Tubular Battery 150Ah C10,20,Nos,14824.44,296488.84,INR,2026-06-15,Net 30,Hemal Chad,Partially Delivered,DEP-06,PRJ-106
PO-40755,2025-12-16,PR-30880,V-1009,Orient Electric,Electrical,I-5007,Junction Box IP65,45,Nos,189.83,8542.37,INR,2025-12-21,Net 15,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40756,2025-09-15,PR-30881,V-1002,Finolex Cables,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,49,Mtr,327.28,16036.55,INR,2025-09-20,Advance 20% + Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40757,2025-11-21,PR-30882,V-1044,Okaya Power,Batteries,I-5042,Tubular Battery 150Ah C10,17,Nos,13487.98,229295.67,INR,2025-11-29,Net 15,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40758,2026-05-16,PR-30883,V-1007,Schneider Electric India,Electrical,I-5004,LED Flood Light 100W,23,Nos,1928.98,44366.64,INR,2026-05-20,Net 30,David Seshadri,Closed,DEP-02,PRJ-102
PO-40759,2025-11-18,PR-30884,V-1038,Websol Energy System,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),31,Nos,2910.47,90224.47,INR,2025-12-01,Net 45,David Seshadri,Closed,DEP-06,PRJ-106
PO-40760,2026-04-02,PR-30885,V-1035,Premier Energies,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,23,Nos,12367.49,284452.19,INR,2026-04-21,Net 15,David Seshadri,Closed,DEP-01,PRJ-101
PO-40761,2025-09-09,PR-30886,V-1057,Hindware Homes,Plumbing Materials,I-5058,Submersible Pump 1HP,48,Nos,7062.38,338994.01,INR,2025-09-19,Net 45,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40762,2026-03-29,PR-30887,V-1004,V-Guard Industries,Electrical,I-5011,Cable Gland Brass 25mm,30,Nos,55.17,1655.05,INR,2026-04-10,Advance 20% + Net 30,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40763,2026-01-10,PR-30888,V-1016,Merino Laminates,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,22,Pair,411.48,9052.55,INR,2026-01-24,Net 15,Balveer Kota,Partially Delivered,DEP-04,PRJ-104
PO-40764,2026-05-02,PR-30889,V-1008,KEI Industries,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),7,Coil,1721.83,12052.8,INR,2026-05-05,Net 30,David Seshadri,Open,DEP-06,PRJ-106
PO-40765,2026-02-25,PR-30890,V-1023,Shree Cement,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),42,Bag,344.67,14476.24,INR,2026-03-11,Net 45,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40766,2025-10-20,PR-30891,V-1049,Exicom Power Solutions,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,26,Nos,107187.29,2786869.59,INR,2025-10-30,Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40767,2025-10-16,PR-30892,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,19,Nos,113788.7,2161985.36,INR,2025-11-04,Net 30,Januja Pradhan,Partially Delivered,DEP-04,PRJ-104
PO-40768,2026-04-02,PR-30893,V-1036,Emmvee Solar,Solar Panels,I-5037,MC4 Connector Pair,51,Pair,89.03,4540.37,INR,2026-04-20,Net 45,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40769,2026-03-09,PR-30894,V-1031,Waaree Energies,Solar Panels,I-5038,Combiner Box 6 in 1 out,14,Nos,6058.9,84824.63,INR,2026-03-28,Net 30,Januja Pradhan,Closed,DEP-05,PRJ-105
PO-40770,2025-12-14,PR-30895,V-1032,Adani Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,43,Nos,6033.05,259421.03,INR,2025-12-24,Net 60,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40771,2025-11-09,PR-30896,V-1045,HBL Power Systems,Batteries,I-5046,Battery Rack 4-Tier MS,21,Nos,3156.2,66280.23,INR,2025-11-27,Net 45,Reva Viswanathan,Partially Delivered,DEP-06,PRJ-106
PO-40772,2026-03-05,PR-30897,V-1037,RenewSys India,Solar Panels,I-5035,Module Mounting Structure (per kW),47,kW Set,4522.07,212537.15,INR,2026-03-18,Net 45,Hemal Chad,Partially Delivered,DEP-01,PRJ-101
PO-40773,2026-04-16,PR-30898,V-1032,Adani Solar,Solar Panels,I-5034,String Inverter 50kW,9,Nos,387702.88,3489325.93,INR,2026-04-25,Net 60,Balveer Kota,Cancelled,DEP-04,PRJ-104
PO-40774,2025-11-04,PR-30899,V-1043,Su-Kam Power Systems,Batteries,I-5042,Tubular Battery 150Ah C10,36,Nos,14110.23,507968.37,INR,2025-11-16,Net 15,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40775,2025-10-28,PR-30900,V-1048,Base Corporation,Batteries,I-5042,Tubular Battery 150Ah C10,41,Nos,13675.55,560697.63,INR,2025-11-18,Net 30,David Seshadri,Closed,DEP-05,PRJ-105
PO-40776,2026-07-01,PR-30901,V-1056,Jaquar Group,Plumbing Materials,I-5054,Water Tank 1000L HDPE,12,Nos,7564.83,90778.01,INR,2026-07-22,Net 15,Balveer Kota,Partially Delivered,DEP-06,PRJ-106
PO-40777,2025-12-08,PR-30902,V-1058,Kajaria Ceramics,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),12,Pcs,326.31,3915.7,INR,2025-12-24,Net 60,David Seshadri,Closed,DEP-02,PRJ-102
PO-40778,2025-12-25,PR-30903,V-1039,Loom Solar,Solar Panels,I-5034,String Inverter 50kW,10,Nos,338705.56,3387055.62,INR,2026-01-04,Advance 20% + Net 30,Januja Pradhan,Partially Delivered,DEP-01,PRJ-101
PO-40779,2025-11-17,PR-30904,V-1052,Finolex Pipes,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),10,Pcs,335.63,3356.25,INR,2025-12-08,Net 45,Januja Pradhan,Open,DEP-03,PRJ-103
PO-40780,2025-12-26,PR-30905,V-1022,Ambuja Cements,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,15,Ton,59183.37,887750.53,INR,2026-01-14,Net 15,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40781,2026-05-21,PR-30906,V-1013,Archidply Industries,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,11,Pair,420.41,4624.46,INR,2026-05-24,Advance 20% + Net 30,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40782,2025-10-13,PR-30907,V-1031,Waaree Energies,Solar Panels,I-5033,Solar Module 550Wp Bifacial,12,Nos,11823.15,141877.83,INR,2025-11-01,Net 30,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40783,2026-07-02,PR-30908,V-1044,Okaya Power,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,17,Nos,9496.26,161436.47,INR,2026-07-05,Net 15,Reva Viswanathan,Partially Delivered,DEP-04,PRJ-104
PO-40784,2025-12-16,PR-30911,V-1052,Finolex Pipes,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,9,Nos,272.99,2456.94,INR,2025-12-30,Net 45,Reva Viswanathan,Partially Delivered,DEP-01,PRJ-101
PO-40785,2026-03-19,PR-30912,V-1035,Premier Energies,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,9,Nos,13066.37,117597.31,INR,2026-04-05,Net 15,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40786,2025-11-29,PR-30913,V-1011,Greenply Industries,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),17,Sheet,3056.25,51956.28,INR,2025-12-10,Net 60,David Seshadri,Closed,DEP-03,PRJ-103
PO-40787,2026-05-16,PR-30914,V-1057,Hindware Homes,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,52,Nos,1874.2,97458.3,INR,2026-06-05,Net 45,David Seshadri,Partially Delivered,DEP-01,PRJ-101
PO-40788,2026-05-25,PR-30916,V-1017,Hettich India,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),27,Sheet,1207.81,32610.96,INR,2026-06-12,Net 45,Januja Pradhan,Open,DEP-05,PRJ-105
PO-40789,2025-12-31,PR-30917,V-1000,Havells India,Electrical,I-5007,Junction Box IP65,12,Nos,185.82,2229.82,INR,2026-01-20,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40790,2025-10-25,PR-30918,V-1042,Luminous Power Technologies,Batteries,I-5049,Deep Cycle Battery 200Ah,16,Nos,19471.93,311550.86,INR,2025-11-15,Advance 20% + Net 30,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40791,2026-01-04,PR-30919,V-1032,Adani Solar,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),27,Coil,3124.49,84361.14,INR,2026-01-08,Net 60,David Seshadri,Partially Delivered,DEP-05,PRJ-105
PO-40792,2026-07-14,PR-30920,V-1031,Waaree Energies,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),50,Coil,3056.03,152801.45,INR,2026-07-28,Net 30,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40793,2026-03-31,PR-30921,V-1019,Sarvottam Plywood,Carpentry,I-5020,PVC Edge Banding Tape (100m roll),16,Roll,598.46,9575.31,INR,2026-04-11,Net 15,David Seshadri,Closed,DEP-02,PRJ-102
PO-40794,2025-11-22,PR-30922,V-1022,Ambuja Cements,Road Construction Materials,I-5030,Kerb Stone Precast,30,Nos,199.1,5973.14,INR,2025-12-11,Net 15,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40795,2026-03-11,PR-30923,V-1036,Emmvee Solar,Solar Panels,I-5035,Module Mounting Structure (per kW),11,kW Set,4757.25,52329.7,INR,2026-03-24,Net 45,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40796,2026-01-21,PR-30924,V-1022,Ambuja Cements,Road Construction Materials,I-5027,Ready Mix Concrete M25,18,Cum,5624.98,101249.71,INR,2026-02-02,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40797,2026-02-19,PR-30926,V-1005,Crompton Greaves Consumer,Electrical,I-5010,MCCB 200A,15,Nos,7483.61,112254.19,INR,2026-02-27,Advance 20% + Net 30,Hemal Chad,Cancelled,DEP-03,PRJ-103
PO-40798,2025-12-24,PR-30927,V-1058,Kajaria Ceramics,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,11,Nos,267.81,2945.96,INR,2026-01-13,Net 60,Balveer Kota,Open,DEP-04,PRJ-104
PO-40799,2026-01-31,PR-30928,V-1038,Websol Energy System,Solar Panels,I-5039,Earthing Kit for Module Structure,11,Set,748.06,8228.66,INR,2026-02-05,Net 45,David Seshadri,Partially Delivered,DEP-01,PRJ-101
PO-40800,2026-02-20,PR-30929,V-1026,Tata Steel,Road Construction Materials,I-5027,Ready Mix Concrete M25,34,Cum,6067.28,206287.41,INR,2026-03-11,Net 60,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40801,2026-07-28,PR-30930,V-1052,Finolex Pipes,Plumbing Materials,I-5052,PVC Elbow 4 inch,38,Nos,103.39,3928.86,INR,2026-08-12,Net 45,David Seshadri,Closed,DEP-03,PRJ-103
PO-40802,2025-11-09,PR-30931,V-1002,Finolex Cables,Electrical,I-5005,Modular Switch 6A,30,Nos,56.18,1685.26,INR,2025-11-29,Advance 20% + Net 30,Reva Viswanathan,Partially Delivered,DEP-04,PRJ-104
PO-40803,2026-06-08,PR-30932,V-1055,CERA Sanitaryware,Plumbing Materials,I-5054,Water Tank 1000L HDPE,8,Nos,7226.01,57808.09,INR,2026-06-20,Net 30,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40804,2026-03-11,PR-30934,V-1002,Finolex Cables,Electrical,I-5004,LED Flood Light 100W,40,Nos,1934.61,77384.37,INR,2026-03-24,Advance 20% + Net 30,David Seshadri,Partially Delivered,DEP-01,PRJ-101
PO-40805,2026-01-28,PR-30935,V-1049,Exicom Power Solutions,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,17,Nos,108009.16,1836155.73,INR,2026-02-04,Net 30,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40806,2026-05-29,PR-30937,V-1013,Archidply Industries,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),13,Sheet,1296.21,16850.67,INR,2026-06-05,Advance 20% + Net 30,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40807,2026-05-31,PR-30938,V-1005,Crompton Greaves Consumer,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),21,Coil,1731.31,36357.51,INR,2026-06-20,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40808,2026-06-20,PR-30939,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5027,Ready Mix Concrete M25,29,Cum,6330.07,183571.97,INR,2026-06-25,Net 60,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40809,2026-07-30,PR-30940,V-1033,Vikram Solar,Solar Panels,I-5033,Solar Module 550Wp Bifacial,44,Nos,14314.93,629856.85,INR,2026-08-20,Advance 20% + Net 30,David Seshadri,Cancelled,DEP-02,PRJ-102
PO-40810,2026-02-17,PR-30942,V-1052,Finolex Pipes,Plumbing Materials,I-5056,Concealed Cistern with Frame,17,Set,7858.43,133593.39,INR,2026-02-25,Net 45,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40811,2026-04-08,PR-30943,V-1053,Prince Pipes,Plumbing Materials,I-5054,Water Tank 1000L HDPE,14,Nos,6930.37,97025.23,INR,2026-04-23,Net 15,David Seshadri,Closed,DEP-05,PRJ-105
PO-40812,2026-07-11,PR-30944,V-1000,Havells India,Electrical,I-5007,Junction Box IP65,11,Nos,217.93,2397.24,INR,2026-07-21,Net 15,Januja Pradhan,Closed,DEP-06,PRJ-106
PO-40813,2026-05-25,PR-30945,V-1005,Crompton Greaves Consumer,Electrical,I-5008,Earthing Strip GI 25x3mm,12,Mtr,93.95,1127.34,INR,2026-05-29,Advance 20% + Net 30,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40814,2026-05-23,PR-30946,V-1030,Tata Power Solar,Solar Panels,I-5037,MC4 Connector Pair,38,Pair,97.57,3707.66,INR,2026-05-26,Net 60,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40815,2025-12-19,PR-30947,V-1002,Finolex Cables,Electrical,I-5002,MCB 32A Single Pole,31,Nos,133.34,4133.41,INR,2026-01-02,Advance 20% + Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40816,2025-10-31,PR-30949,V-1022,Ambuja Cements,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),17,Roll,4075.63,69285.72,INR,2025-11-17,Net 15,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40817,2025-09-28,PR-30950,V-1008,KEI Industries,Electrical,I-5002,MCB 32A Single Pole,11,Nos,117.3,1290.26,INR,2025-10-08,Net 30,Januja Pradhan,Closed,DEP-04,PRJ-104
