PRNo,PRDate,DeptCode,DeptName,ProjectCode,ProjectName,ItemCode,ItemDescription,Vertical,RequestedQty,UOM,RequiredByDate,RequestedBy,Priority,Status
PR-30593,2026-01-27,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,36,Sheet,2026-02-12,Baljiwan Bhandari,Medium,Converted to PO
PR-30594,2026-04-16,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5041,Solar Cable Gland Set,Solar Panels,11,Set,2026-04-24,Ria Bir,Low,Pending Approval
PR-30595,2026-01-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,17,Nos,2026-01-27,Ria Bir,Medium,Cancelled
PR-30596,2026-03-19,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,12,Roll,2026-04-11,Bhavini Bose,High,Converted to PO
PR-30597,2026-08-04,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,19,Nos,2026-08-27,Yashica Rajagopalan,Medium,Converted to PO
PR-30598,2025-12-31,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5025,River Sand (fine aggregate),Road Construction Materials,26,Ton,2026-01-10,Michael Borra,Medium,Pending Approval
PR-30599,2025-10-03,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5048,Battery Monitoring System (BMS module),Batteries,20,Nos,2025-10-11,Aahana Hora,High,Converted to PO
PR-30600,2025-12-25,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,45,Drum,2026-01-07,Riya Mitter,Low,Converted to PO
PR-30601,2025-12-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5049,Deep Cycle Battery 200Ah,Batteries,12,Nos,2025-12-20,Daksh Pandey,Medium,Converted to PO
PR-30602,2026-06-04,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5021,Adhesive Fevicol SH (5kg),Carpentry,14,Can,2026-06-21,Ekanta Soni,Low,Converted to PO
PR-30603,2026-07-10,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,17,Nos,2026-08-02,Baljiwan Bhandari,High,Converted to PO
PR-30604,2026-08-06,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5047,Battery Interconnect Cable Set,Batteries,21,Set,2026-08-14,Aahana Hora,Low,Converted to PO
PR-30605,2026-04-09,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5037,MC4 Connector Pair,Solar Panels,18,Pair,2026-05-01,Ekanta Soni,Low,Converted to PO
PR-30606,2026-04-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5011,Cable Gland Brass 25mm,Electrical,15,Nos,2026-05-01,Daksh Pandey,High,Converted to PO
PR-30607,2026-01-06,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,28,Nos,2026-01-14,Michael Borra,Medium,Converted to PO
PR-30608,2026-08-03,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,37,Ton,2026-08-12,Dayita Shenoy,High,Converted to PO
PR-30609,2026-02-25,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,49,Nos,2026-03-17,Baljiwan Bhandari,Medium,Converted to PO
PR-30610,2025-09-11,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,11,Nos,2025-10-03,Ekantika Mutti,Medium,Converted to PO
PR-30611,2025-09-15,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,19,Nos,2025-10-02,Baljiwan Bhandari,Medium,Converted to PO
PR-30612,2026-04-28,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5018,Wood Screws 2 inch (box of 100),Carpentry,21,Box,2026-05-28,Wakeeta Shetty,High,Cancelled
PR-30613,2025-10-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,10,Pair,2025-10-28,Ekantika Mutti,Medium,Converted to PO
PR-30614,2025-09-05,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,2,Ton,2025-09-26,Ria Bir,Medium,Converted to PO
PR-30615,2025-11-29,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5010,MCCB 200A,Electrical,21,Nos,2025-12-10,Bhavini Bose,High,Pending Approval
PR-30616,2026-05-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5034,String Inverter 50kW,Solar Panels,21,Nos,2026-06-08,Warinder Chauhan,Medium,Converted to PO
PR-30617,2025-12-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5035,Module Mounting Structure (per kW),Solar Panels,13,kW Set,2025-12-31,Ekanta Soni,Low,Converted to PO
PR-30618,2026-03-08,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5034,String Inverter 50kW,Solar Panels,31,Nos,2026-03-16,Michael Borra,Low,Converted to PO
PR-30619,2025-10-11,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5010,MCCB 200A,Electrical,13,Nos,2025-10-20,Wakeeta Shetty,Medium,Rejected
PR-30620,2026-06-03,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5038,Combiner Box 6 in 1 out,Solar Panels,8,Nos,2026-07-03,Dayita Shenoy,Medium,Converted to PO
PR-30621,2026-01-02,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,8,Nos,2026-01-23,Riya Mitter,Medium,Converted to PO
PR-30622,2026-07-08,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5034,String Inverter 50kW,Solar Panels,18,Nos,2026-07-23,Ria Bir,Medium,Converted to PO
PR-30623,2025-10-22,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5039,Earthing Kit for Module Structure,Solar Panels,19,Set,2025-11-02,Ekanta Soni,Medium,Pending Approval
PR-30624,2025-11-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,20,Coil,2025-11-30,Riya Mitter,Low,Pending Approval
PR-30625,2026-06-13,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5011,Cable Gland Brass 25mm,Electrical,6,Nos,2026-06-27,Aahana Hora,Medium,Converted to PO
PR-30626,2026-06-29,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5034,String Inverter 50kW,Solar Panels,8,Nos,2026-07-22,Warinder Chauhan,Medium,Converted to PO
PR-30627,2026-06-24,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,10,Nos,2026-07-17,Riya Mitter,Medium,Converted to PO
PR-30628,2026-01-21,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,49,Nos,2026-02-01,Dayita Shenoy,Low,Converted to PO
PR-30629,2026-01-30,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5039,Earthing Kit for Module Structure,Solar Panels,18,Set,2026-02-09,Ekanta Soni,High,Converted to PO
PR-30630,2026-04-21,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,17,Coil,2026-05-18,Bhavini Bose,Medium,Converted to PO
PR-30631,2026-01-23,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5049,Deep Cycle Battery 200Ah,Batteries,29,Nos,2026-02-03,Aahana Hora,Low,Converted to PO
PR-30632,2026-05-06,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5017,Door Lock Mortise Set,Carpentry,18,Set,2026-05-29,Michael Borra,Low,Converted to PO
PR-30633,2026-02-14,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,64,Ton,2026-02-28,Aahana Hora,High,Converted to PO
PR-30634,2025-10-02,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5038,Combiner Box 6 in 1 out,Solar Panels,18,Nos,2025-10-26,Ekantika Mutti,Medium,Converted to PO
PR-30635,2026-06-02,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5014,MDF Board 12mm (8x4 ft),Carpentry,21,Sheet,2026-06-15,Aahana Hora,Low,Converted to PO
PR-30636,2026-05-24,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,8,Mtr,2026-06-06,Wakeeta Shetty,Low,Converted to PO
PR-30637,2025-09-18,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,21,Nos,2025-10-03,Ekanta Soni,Medium,Converted to PO
PR-30638,2026-07-08,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,28,Nos,2026-07-24,Riya Mitter,Medium,Converted to PO
PR-30639,2026-05-18,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,45,Roll,2026-06-01,Daksh Pandey,Medium,Converted to PO
PR-30640,2025-10-13,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5010,MCCB 200A,Electrical,26,Nos,2025-10-23,Wakeeta Shetty,Low,Converted to PO
PR-30641,2025-09-19,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,30,Nos,2025-10-06,Baljiwan Bhandari,Medium,Converted to PO
PR-30642,2025-10-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,15,Pcs,2025-11-13,Riya Mitter,High,Converted to PO
PR-30643,2026-03-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5056,Concealed Cistern with Frame,Plumbing Materials,21,Set,2026-03-31,Riya Mitter,Low,Converted to PO
PR-30644,2026-01-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,13,Roll,2026-01-29,Ria Bir,Low,Converted to PO
PR-30645,2026-06-03,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,24,Sheet,2026-06-24,Warinder Chauhan,Medium,Converted to PO
PR-30646,2026-06-05,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5058,Submersible Pump 1HP,Plumbing Materials,37,Nos,2026-07-02,Aahana Hora,Medium,Converted to PO
PR-30647,2025-12-17,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,44,Nos,2025-12-29,Wakeeta Shetty,Low,Converted to PO
PR-30648,2025-10-31,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5030,Kerb Stone Precast,Road Construction Materials,11,Nos,2025-11-14,Riya Mitter,Medium,Converted to PO
PR-30649,2026-01-07,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5039,Earthing Kit for Module Structure,Solar Panels,6,Set,2026-02-04,Riya Mitter,Medium,Converted to PO
PR-30650,2025-12-09,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5030,Kerb Stone Precast,Road Construction Materials,22,Nos,2025-12-16,Ria Bir,High,Converted to PO
PR-30651,2026-07-09,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5049,Deep Cycle Battery 200Ah,Batteries,45,Nos,2026-08-05,Michael Borra,Medium,Converted to PO
PR-30652,2025-10-20,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5037,MC4 Connector Pair,Solar Panels,21,Pair,2025-11-13,Ekanta Soni,High,Converted to PO
PR-30653,2026-05-17,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5015,Hinges SS 4 inch,Carpentry,21,Pair,2026-06-06,Yashica Rajagopalan,Low,Converted to PO
PR-30654,2026-07-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5021,Adhesive Fevicol SH (5kg),Carpentry,27,Can,2026-07-25,Benjamin Sengupta,High,Converted to PO
PR-30655,2026-01-18,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5015,Hinges SS 4 inch,Carpentry,11,Pair,2026-01-31,Ekantika Mutti,Medium,Converted to PO
PR-30656,2026-02-25,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5038,Combiner Box 6 in 1 out,Solar Panels,25,Nos,2026-03-24,Benjamin Sengupta,Medium,Converted to PO
PR-30657,2026-06-28,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,13,Ton,2026-07-15,Riya Mitter,Medium,Converted to PO
PR-30658,2026-04-13,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,9,Nos,2026-05-09,Baljiwan Bhandari,Medium,Converted to PO
PR-30659,2026-07-01,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5048,Battery Monitoring System (BMS module),Batteries,10,Nos,2026-07-08,Michael Borra,Low,Converted to PO
PR-30660,2026-02-25,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,15,Nos,2026-03-18,Daksh Pandey,High,Converted to PO
PR-30661,2026-02-24,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5002,MCB 32A Single Pole,Electrical,5,Nos,2026-03-06,Bhavini Bose,Medium,Converted to PO
PR-30662,2026-02-25,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,12,Ton,2026-03-19,Baljiwan Bhandari,High,Converted to PO
PR-30663,2025-10-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5018,Wood Screws 2 inch (box of 100),Carpentry,22,Box,2025-11-04,Michael Borra,Medium,Converted to PO
PR-30664,2026-05-23,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5010,MCCB 200A,Electrical,31,Nos,2026-06-02,Aahana Hora,Medium,Converted to PO
PR-30665,2026-07-22,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,33,Drum,2026-08-01,Benjamin Sengupta,Low,Converted to PO
PR-30666,2026-03-16,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5058,Submersible Pump 1HP,Plumbing Materials,59,Nos,2026-04-13,Warinder Chauhan,Medium,Converted to PO
PR-30667,2025-09-13,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,37,Drum,2025-10-07,Ekantika Mutti,Medium,Converted to PO
PR-30668,2026-01-19,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5038,Combiner Box 6 in 1 out,Solar Panels,31,Nos,2026-02-06,Yashica Rajagopalan,Medium,Cancelled
PR-30669,2025-09-21,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5049,Deep Cycle Battery 200Ah,Batteries,27,Nos,2025-09-30,Warinder Chauhan,High,Converted to PO
PR-30670,2026-04-05,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5054,Water Tank 1000L HDPE,Plumbing Materials,14,Nos,2026-04-24,Yashica Rajagopalan,Medium,Converted to PO
PR-30671,2025-12-20,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,36,Ton,2026-01-09,Yashica Rajagopalan,Medium,Converted to PO
PR-30672,2026-06-29,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5039,Earthing Kit for Module Structure,Solar Panels,31,Set,2026-07-19,Ria Bir,Medium,Converted to PO
PR-30673,2026-08-05,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,27,Sheet,2026-08-30,Bhavini Bose,Medium,Rejected
PR-30674,2026-05-30,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5011,Cable Gland Brass 25mm,Electrical,35,Nos,2026-06-17,Benjamin Sengupta,Medium,Converted to PO
PR-30675,2026-06-03,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5056,Concealed Cistern with Frame,Plumbing Materials,21,Set,2026-06-14,Ekanta Soni,High,Converted to PO
PR-30676,2026-02-11,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5054,Water Tank 1000L HDPE,Plumbing Materials,3,Nos,2026-03-01,Bhavini Bose,Low,Converted to PO
PR-30677,2026-05-31,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,10,Bag,2026-06-17,Bhavini Bose,High,Converted to PO
PR-30678,2026-02-14,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,31,Bag,2026-03-12,Baljiwan Bhandari,Medium,Converted to PO
PR-30679,2025-11-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5055,Sanitaryware Wash Basin,Plumbing Materials,14,Nos,2025-11-23,Warinder Chauhan,High,Converted to PO
PR-30680,2025-09-17,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,6,Pcs,2025-10-15,Ekanta Soni,Medium,Converted to PO
PR-30681,2025-09-21,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5006,Cable Tray 300mm (2m length),Electrical,19,Nos,2025-10-09,Dayita Shenoy,Medium,Converted to PO
PR-30682,2026-07-26,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5017,Door Lock Mortise Set,Carpentry,9,Set,2026-08-24,Yashica Rajagopalan,Medium,Converted to PO
PR-30683,2026-06-16,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5005,Modular Switch 6A,Electrical,19,Nos,2026-07-04,Ekantika Mutti,Low,Converted to PO
PR-30684,2026-06-26,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5003,Distribution Board 8-Way,Electrical,16,Nos,2026-07-12,Warinder Chauhan,Medium,Converted to PO
PR-30685,2026-07-29,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,15,Nos,2026-08-10,Daksh Pandey,High,Pending Approval
PR-30686,2026-02-23,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,26,Coil,2026-03-09,Wakeeta Shetty,High,Converted to PO
PR-30687,2026-07-18,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5038,Combiner Box 6 in 1 out,Solar Panels,22,Nos,2026-07-28,Dayita Shenoy,High,Rejected
PR-30688,2025-10-11,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5058,Submersible Pump 1HP,Plumbing Materials,18,Nos,2025-10-19,Dayita Shenoy,High,Converted to PO
PR-30689,2025-11-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,52,Nos,2025-11-30,Wakeeta Shetty,High,Converted to PO
PR-30690,2025-12-20,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5009,Contactor 40A 3 Pole,Electrical,20,Nos,2026-01-15,Baljiwan Bhandari,High,Converted to PO
PR-30691,2026-05-06,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5008,Earthing Strip GI 25x3mm,Electrical,8,Mtr,2026-05-29,Bhavini Bose,Medium,Converted to PO
PR-30692,2026-04-10,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,14,Coil,2026-05-08,Ekanta Soni,Medium,Converted to PO
PR-30693,2026-02-13,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5014,MDF Board 12mm (8x4 ft),Carpentry,42,Sheet,2026-02-25,Riya Mitter,Medium,Converted to PO
PR-30694,2025-12-27,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5046,Battery Rack 4-Tier MS,Batteries,33,Nos,2026-01-11,Ekanta Soni,Low,Converted to PO
PR-30695,2026-04-22,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,35,Ton,2026-05-07,Yashica Rajagopalan,High,Converted to PO
PR-30696,2025-11-22,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5003,Distribution Board 8-Way,Electrical,29,Nos,2025-12-09,Yashica Rajagopalan,Medium,Converted to PO
PR-30697,2026-04-30,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,32,Pcs,2026-05-11,Aahana Hora,Medium,Pending Approval
PR-30698,2025-11-17,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,18,Ton,2025-12-12,Wakeeta Shetty,Medium,Converted to PO
PR-30699,2026-04-17,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5055,Sanitaryware Wash Basin,Plumbing Materials,6,Nos,2026-05-17,Michael Borra,Medium,Pending Approval
PR-30700,2025-12-11,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5027,Ready Mix Concrete M25,Road Construction Materials,39,Cum,2026-01-08,Ekantika Mutti,Medium,Cancelled
PR-30701,2025-11-01,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5052,PVC Elbow 4 inch,Plumbing Materials,17,Nos,2025-11-28,Riya Mitter,Low,Converted to PO
